Waterbody_LID,Lake_Name,Cycle,AreaCalcm2,Perim__m2,Strahler,Shreve,MinElev,MaxElev,MeanElev,SDElev,GDD8110,TertiaryWS,QuaternWS
18-3814-49569,Farrell L.,1,1757960.15,10391.98,3,13,174.9122467,184.6506805,177.1686485,1.416348095,2095.601318,02LA,2LA-10
18-3854-50393,Lac des Chats,1,31893558.43,118963.18,9,"28,230",60.01523972,83.6234436,72.84500011,3.430969328,2038.547171,02KC,2KC-02
18-3862-49620,Christie L.,1,6526243.45,28638.94,6,845,154.5143738,166.22789,155.9105636,1.195629885,2096.271938,02LA,2LA-08
18-3998-49356,Sand L.,1,8979997.73,57861.78,6,746,112.8459854,128.223526,116.1675102,1.198689994,2176.667065,02MA,2MA-06
18-4028-49206,South L.,1,2387588.24,10846.95,4,42,84.5134201,94.83598328,85.6172036,1.183668103,2217.603516,02MA,2MA-08
18-4040-49580,Big Rideau L.,1,46143248.74,197264.62,6,686,118.0352936,132.3622131,123.7362752,0.840877514,2137.16885,02LA,2LA-07
18-4082-49908,Mississippi L.,1,24376035.42,60882.5,7,"5,326",131.0944366,136.9782562,134.0276562,0.498707151,2080.181407,02KF,2KF-04
18-4196-49317,Charleston L.,1,26651465.92,152623.9,5,413,81.12818146,97.30935669,85.85595661,1.03309822,2214.162781,02MA,2MA-09
18-4334-50239,Lac Deschenes,1,49580391.71,143719.98,9,"28,863",45.00764847,67.39058685,57.38749238,1.215971182,2115.743302,02KF,2KF-01
18-5390-50495,Lac Dollard-des-Ormeaux,1,68976515.99,372850.69,9,"39,495",33.39243317,54.9359436,40.90028715,1.04130985,2047.826648,02LA,2LA-02
